log_id, prime, factor, energy
20231007181509, 114083, 18078, 16.0
20231007181509, 80407, 15834, 16.0
20231007181509, 58207, 11632, 16.0
20231007181509, 40927, 32199, 16.0
20231007181509, 80929, 11637, 16.0
20231007181509, 38711, 16383, 16.0
20231007181509, 98999, 12007, 16.0
20231007181509, 86453, 12197, 17.0
20231007181509, 113143, 11581, 17.0
20231007181509, 105251, 15101, 17.0
20231007181509, 46889, 32685, 18.0
20231007181509, 38903, 13791, 18.0
20231007181509, 40111, 16311, 18.0
20231007181509, 112603, 23252, 18.0
20231007181509, 64627, 16274, 18.0
20231007181509, 131063, 15327, 18.0
20231007181509, 97103, 9723, 18.0
20231007181509, 79579, 2767, 19.0
20231007181509, 51563, 11582, 19.0
20231007181509, 109391, 32246, 19.0
20231007181509, 60623, 11959, 19.0
20231007181509, 103967, 15804, 19.0
20231007181509, 105601, 14004, 19.0
20231007181509, 124703, 7679, 20.0
20231007181509, 120391, 11758, 20.0
20231007181509, 14767, 11450, 20.0
20231007181509, 63347, 24493, 20.0
20231007181509, 120823, 30635, 20.0
20231007181509, 119183, 15806, 20.0
20231007181509, 131071, 16327, 20.0
20231007181509, 34739, 14247, 21.0
20231007181509, 105983, 28346, 21.0
20231007181509, 62351, 12255, 21.0
20231007181509, 50423, 11684, 21.0
20231007181509, 129959, 9967, 21.0
20231007181509, 42473, 32150, 21.0
20231007181509, 64663, 11519, 21.0
20231007181509, 101323, 15735, 21.0
20231007181509, 112979, 24523, 21.0
20231007181509, 32719, 27902, 21.0
20231007181509, 71347, 23926, 22.0
20231007181509, 37549, 15351, 22.0
20231007181509, 47911, 16031, 22.0
20231007181509, 128951, 19815, 22.0
20231007181509, 120319, 16103, 22.0
20231007181509, 31957, 3898, 22.0
20231007181509, 31727, 14709, 22.0
20231007181509, 109859, 16357, 22.0
20231007181509, 63199, 15935, 22.0
20231007181509, 114167, 12255, 22.0
20231007181509, 109919, 11870, 22.0
20231007181509, 116159, 32442, 22.0
20231007181509, 128287, 29358, 23.0
20231007181509, 50647, 3474, 23.0
20231007181509, 80783, 11563, 23.0
20231007181509, 73727, 24062, 23.0
20231007181509, 130987, 15821, 23.0
20231007181509, 113963, 12223, 23.0
20231007181509, 118751, 11455, 23.0
20231007181509, 47903, 11261, 23.0
20231007181509, 105167, 27903, 24.0
20231007181509, 100847, 7675, 24.0
20231007181509, 120767, 22986, 24.0
20231007181509, 35171, 6555, 25.0
20231007181509, 56359, 12218, 25.0
20231007181509, 63463, 14285, 26.0
20231007181509, 86711, 20151, 26.0
20231007181509, 32191, 16121, 27.0
20231007181509, 64919, 27375, 27.0
20231007181509, 110311, 24239, 28.0
20231007181509, 63743, 23995, 28.0
20231007181509, 40933, 7591, 23.0
20231007181509, 43499, 6655, 30.0
20231007181509, 23167, 20471, 31.0
20231007181516, 73561, 28367, 17.0
20231007181516, 39581, 21113, 17.0
20231007181516, 29717, 23294, 17.0
20231007181516, 129707, 31732, 18.0
20231007181516, 44771, 27635, 19.0
20231007181516, 103123, 14071, 19.0
20231007181516, 109567, 28203, 20.0
20231007181516, 61223, 29690, 20.0
20231007181516, 54091, 12378, 21.0
20231007181516, 64403, 30547, 21.0
20231007181516, 12601, 29676, 21.0
20231007181516, 106781, 22779, 21.0
20231007181516, 37649, 7791, 21.0
20231007181516, 10369, 16335, 21.0
20231007181516, 72287, 30591, 21.0
20231007181516, 2677, 30575, 21.0
20231007181516, 2633, 14141, 22.0
20231007181516, 33587, 27065, 22.0
20231007181516, 35507, 21982, 22.0
20231007181516, 33409, 6891, 22.0
20231007181516, 31547, 18943, 23.0
20231007181516, 41579, 12653, 23.0
20231007181516, 73859, 20079, 23.0
20231007181516, 12953, 15327, 24.0
20231007181516, 6203, 32215, 24.0
20231007181516, 95731, 28319, 24.0
20231007181516, 7993, 12173, 24.0
20231007181516, 53899, 13702, 24.0
20231007181516, 41737, 26387, 24.0
20231007181516, 643, 19774, 24.0
20231007181516, 31393, 16198, 24.0
20231007181516, 60133, 19963, 24.0
20231007181516, 70001, 32590, 25.0
20231007181516, 54833, 23833, 25.0
20231007181516, 110771, 24025, 25.0
20231007181516, 17077, 18487, 25.0
20231007181516, 94777, 30143, 25.0
20231007181516, 67271, 31410, 25.0
20231007181516, 41017, 24546, 25.0
20231007181516, 94793, 29688, 25.0
20231007181516, 48121, 23548, 26.0
20231007181516, 68161, 26431, 26.0
20231007181516, 65921, 30839, 26.0
20231007181516, 41659, 23247, 26.0
20231007181516, 78779, 30003, 26.0
20231007181516, 17569, 29671, 27.0
20231007181516, 61961, 15765, 27.0
20231007181516, 78649, 32679, 27.0
20231007181516, 92761, 23535, 28.0
20231007181516, 113513, 27994, 28.0
20231007181516, 113131, 29951, 28.0
20231007181516, 74597, 12239, 28.0
20231007181516, 49921, 32123, 28.0
20231007181516, 39373, 26695, 28.0
20231007181516, 37369, 25926, 29.0
20231007181516, 87629, 21501, 29.0
20231007181516, 93923, 21230, 29.0
20231007181516, 11833, 32163, 29.0
20231007181516, 9161, 19435, 29.0
20231007181516, 33403, 16219, 29.0
20231007181516, 103387, 24303, 29.0
20231007181516, 64679, 30699, 30.0
20231007181516, 80953, 30647, 30.0
20231007181516, 1627, 22205, 30.0
20231007181516, 13109, 23733, 30.0
20231007181516, 65353, 30119, 31.0
20231007181516, 20743, 31983, 31.0
20231007181516, 129499, 7165, 32.0
20231007181516, 72613, 14799, 32.0
20231007181516, 38833, 23035, 33.0
20231007181516, 103451, 30143, 33.0
20231007181516, 53917, 4942, 34.0
20231007181516, 1993, 31231, 34.0
20231007181516, 5273, 24477, 35.0
20231007181516, 225457, 23623, 18.0
20231007181516, 250153, 27515, 18.0
20231007181516, 175843, 27635, 19.0
20231007181516, 244411, 15343, 20.0
20231007181516, 138139, 7005, 20.0
20231007181516, 151573, 21753, 20.0
20231007181516, 144569, 29692, 21.0
20231007181516, 164371, 21871, 21.0
20231007181516, 205391, 31577, 21.0
20231007181516, 237361, 30190, 21.0
20231007181516, 258499, 32102, 22.0
20231007181516, 187139, 30199, 22.0
20231007181516, 204931, 20079, 23.0
20231007181516, 201437, 31975, 23.0
20231007181516, 244633, 21734, 23.0
20231007181516, 233407, 23934, 23.0
20231007181516, 261089, 17379, 23.0
20231007181516, 212881, 19454, 24.0
20231007181516, 251291, 30604, 24.0
20231007181516, 239387, 30439, 25.0
20231007181516, 201623, 6734, 25.0
20231007181516, 179573, 26495, 25.0
20231007181516, 168089, 24478, 25.0
20231007181516, 177953, 30027, 26.0
20231007181516, 233881, 22471, 26.0
20231007181516, 258353, 31719, 27.0
20231007181516, 235309, 24022, 27.0
20231007181516, 227497, 21199, 27.0
20231007181516, 147977, 31215, 27.0
20231007181516, 149111, 30583, 28.0
20231007181516, 160627, 22507, 28.0
20231007181516, 142897, 30099, 30.0
20231007181516, 241313, 23791, 30.0
20231007181516, 232049, 23774, 31.0
20231007181516, 176797, 27677, 32.0
20231007181516, 176129, 23206, 34.0
20231007181609, 56711, 12244, 11.0
20231007181609, 62423, 14335, 12.0
20231007181609, 63377, 5853, 14.0
20231007181609, 44543, 24124, 14.0
20231007181609, 54679, 5815, 14.0
20231007181609, 116731, 26573, 14.0
20231007181609, 89501, 10173, 15.0
20231007181609, 94841, 25661, 16.0
20231007181609, 64679, 7935, 16.0
20231007181609, 122279, 14164, 16.0
20231007181609, 58379, 24191, 16.0
20231007181609, 85991, 14077, 17.0
20231007181609, 28097, 24411, 17.0
20231007181609, 56807, 20205, 17.0
20231007181609, 40427, 4052, 17.0
20231007181609, 128747, 25708, 17.0
20231007181609, 110527, 30585, 17.0
20231007181609, 25801, 21725, 18.0
20231007181609, 32189, 6007, 18.0
20231007181609, 16231, 7155, 18.0
20231007181609, 108109, 22385, 18.0
20231007181609, 95989, 20092, 18.0
20231007181609, 128761, 22134, 19.0
20231007181609, 122021, 32473, 19.0
20231007181609, 56767, 21145, 19.0
20231007181609, 109541, 7742, 19.0
20231007181609, 16097, 28530, 19.0
20231007181609, 15569, 12025, 19.0
20231007181609, 87433, 18036, 19.0
20231007181609, 52813, 30669, 19.0
20231007181609, 130439, 5785, 19.0
20231007181609, 107747, 24573, 19.0
20231007181609, 30839, 23253, 20.0
20231007181609, 24469, 24447, 20.0
20231007181609, 31151, 15357, 20.0
20231007181609, 89611, 24173, 20.0
20231007181609, 109883, 31519, 20.0
20231007181609, 114281, 23156, 20.0
20231007181609, 28813, 12277, 20.0
20231007181609, 41927, 7902, 20.0
20231007181609, 56503, 32623, 20.0
20231007181609, 15733, 730, 21.0
20231007181609, 60607, 32093, 21.0
20231007181609, 110311, 23143, 21.0
20231007181609, 65519, 16206, 21.0
20231007181609, 120767, 6901, 21.0
20231007181609, 122273, 7914, 21.0
20231007181609, 11177, 24444, 21.0
20231007181609, 64709, 13048, 21.0
20231007181609, 50839, 8858, 21.0
20231007181609, 24527, 25706, 21.0
20231007181609, 129229, 22654, 22.0
20231007181609, 46957, 3789, 22.0
20231007181609, 11779, 5803, 22.0
